sample_id,reference,hypothesis,reference_norm,hypothesis_norm,wer,category
fleurs-1931,bu xidmət səyahət gəmiləri və uzaqdan internet bağlantısına və ya səsə ehtiyacları olan kəşfiyyat səyahətləri daxil olmaqla dəniz nəqliyyatı tərəfindən çox tez-tez istifadə olunur, Bu hidmət səyahət gəmləri və uzaktan internet bağlandısına və ya səsə ehtiyacları olan kəşfiyyət səyahətləri daxil olmaqla dənizlərliyatı tərəfindən çox testiz istifadə olunur.,bu xidmət səyahət gəmiləri və uzaqdan internet bağlantısına və ya səsə ehtiyacları olan kəşfiyyat səyahətləri daxil olmaqla dəniz nəqliyyatı tərəfindən çox tez tez istifadə olunur, bu hidmət səyahət gəmləri və uzaktan internet bağlandısına və ya səsə ehtiyacları olan kəşfiyyət səyahətləri daxil olmaqla dənizlərliyatı tərəfindən çox testiz istifadə olunur ,0.36,
fleurs-1962,təhlil olunan kimyəvi maddələrin tərkibindəki ph səviyyəsi onların ehtiva etdiyi hidrogen ph-da h ionlarının miqdarı ilə müəyyənləşdirilir, Təhlil olunan kimləvi maddələrin tərkimindəki pH səviyası onların eti vaibdiyi hidragen pH da pH ionlarını miqdarı ilə məinləşdirilir.,təhlil olunan kimyəvi maddələrin tərkibindəki ph səviyyəsi onların ehtiva etdiyi hidrogen ph da h ionlarının miqdarı ilə müəyyənləşdirilir, təhlil olunan kimləvi maddələrin tərkimindəki ph səviyası onların eti vaibdiyi hidragen ph da ph ionlarını miqdarı ilə məinləşdirilir ,0.5,
fleurs-1846,bu səbəblə də həmin formatın tərəflər arasındakı nisbətinin ən sadə tamlığı əldə etmək üçün on ikiyə bölmə 3:2 olduğu bildirilir, Bu səbəblə də həmin formatın tərəflər arasında nisbətini 3-2 olduğu bildirilir.,bu səbəblə də həmin formatın tərəflər arasındakı nisbətinin ən sadə tamlığı əldə etmək üçün on ikiyə bölmə 3 2 olduğu bildirilir, bu səbəblə də həmin formatın tərəflər arasında nisbətini 3 2 olduğu bildirilir ,0.5238,
fleurs-1921,digər bir tərəfdən buz və qar şəraiti bir çox ölkə üçün normal haldır və nəqliyyatın hərəkəti əksər hallarda bütün il boyu kəsilmədən davam edir, Digər bir tərəfdən buz və qarı şəraiti bir çox öykər üçün normal haldır və nəqliyyatın hərəkəti əksər allarda bütün il boyu kəsinmədən davam edir.,digər bir tərəfdən buz və qar şəraiti bir çox ölkə üçün normal haldır və nəqliyyatın hərəkəti əksər hallarda bütün il boyu kəsilmədən davam edir, digər bir tərəfdən buz və qarı şəraiti bir çox öykər üçün normal haldır və nəqliyyatın hərəkəti əksər allarda bütün il boyu kəsinmədən davam edir ,0.1667,
fleurs-1673,konfederasiya maddələrinə müvafiq olaraq on üç əyalət birləşib əvvəl yeganə tərkib hissəsi konqres olan zəif mərkəzi bir hökumət qurduğu zaman i̇nqilab müharibəsi hələ davam edirdi, Konfidrasiya maddələrini müvafiq olaraq 13 əyalət birləşib əvvəl yeganə tərkib hissəsi kongres olan Zeyif mərkəzi bir hökumət kurduğu zaman inqilab müharibəsi hələ davam edirdi.,konfederasiya maddələrinə müvafiq olaraq on üç əyalət birləşib əvvəl yeganə tərkib hissəsi konqres olan zəif mərkəzi bir hökumət qurduğu zaman i nqilab müharibəsi hələ davam edirdi, konfidrasiya maddələrini müvafiq olaraq 13 əyalət birləşib əvvəl yeganə tərkib hissəsi kongres olan zeyif mərkəzi bir hökumət kurduğu zaman inqilab müharibəsi hələ davam edirdi ,0.3462,
fleurs-1745,bitkilər ən yaxşı təbii mühitdə görünürlər ona görə də bir bitki növünü yerindən çıxarmağa belə yol verməyin, Bütkilər əy yaxşı təbiə mühiddə görünürlər. Ona görə də bir bitkin övünü yərindən çıxarmağa belə yol verməyin.,bitkilər ən yaxşı təbii mühitdə görünürlər ona görə də bir bitki növünü yerindən çıxarmağa belə yol verməyin, bütkilər əy yaxşı təbiə mühiddə görünürlər ona görə də bir bitkin övünü yərindən çıxarmağa belə yol verməyin ,0.4118,
fleurs-1896,abş gimnastika qurumu və abş olimpiya komitəsinin hədəfləri eynidir onlar atletlərin təhlükəsiz pozitiv və etibarlı bir mühitdə öz arzularının ardınca getməsi üçün idmanın gimnastika və digər növlərini mümkün qədər təhlükəsiz etməyə çalışırlar," ABŞ Gimnasika qurumu və ABŞ Olimpiya Komitesinin hədəfləri eynidir. Onlar adlətlərin təhlükəsiz, pozitiv və etibarlı bir mühitdə öz arzularının ardıncı getməsi üçün idmanın gimnasika və digər növlərini mümkün qədər təhlükəs etməyə çalışırlar.",abş gimnastika qurumu və abş olimpiya komitəsinin hədəfləri eynidir onlar atletlərin təhlükəsiz pozitiv və etibarlı bir mühitdə öz arzularının ardınca getməsi üçün idmanın gimnastika və digər növlərini mümkün qədər təhlükəsiz etməyə çalışırlar, abş gimnasika qurumu və abş olimpiya komitesinin hədəfləri eynidir onlar adlətlərin təhlükəsiz pozitiv və etibarlı bir mühitdə öz arzularının ardıncı getməsi üçün idmanın gimnasika və digər növlərini mümkün qədər təhlükəs etməyə çalışırlar ,0.1875,
fleurs-1848,dünən səhər qaziantep polis mərkəzində bomba qoyulmuş avtomobilin partlaması nəticəsində iki polis işçisi şəhid olub yaralıların sayı iyirmi nəfərdən çoxdur, Dünə səhər Qaziyan Tep Polis Mərkəsində bomba qoyulmuş Haftamilin partlamasının etçəsində iki polis istisiz şəhid olub. Yaralıların sayı ilminə fərdən çoxdur.,dünən səhər qaziantep polis mərkəzində bomba qoyulmuş avtomobilin partlaması nəticəsində iki polis işçisi şəhid olub yaralıların sayı iyirmi nəfərdən çoxdur, dünə səhər qaziyan tep polis mərkəsində bomba qoyulmuş haftamilin partlamasının etçəsində iki polis istisiz şəhid olub yaralıların sayı ilminə fərdən çoxdur ,0.5,
fleurs-1687,ayrılma və yenidən birləşmə hər nəsildən olan iki qrup arasında variasiyaları irəli-geri qarışdırır, Ayrılma və yenidən birləşmə hər nəsidləmi olan iki qrup arasında variasiyaları irəli geri qarışdırır.,ayrılma və yenidən birləşmə hər nəsildən olan iki qrup arasında variasiyaları irəli geri qarışdırır, ayrılma və yenidən birləşmə hər nəsidləmi olan iki qrup arasında variasiyaları irəli geri qarışdırır ,0.0714,
fleurs-1967,layton baş nazir ilə görüş əsnasında mühafizəkarların ətraf mühitin qorunması haqqında qanununun tamamilə yenidən tərtib edilməsini istəyərək o qanunda dəyişiklik edilməsini tələb etdi, Layton baş nazirili görüş əsnasında mühafizəkarların ətraf mühütün qorunması haqqında qanununun təmami ilə yenidən tərtəb edilməsini istəyərək o qanunda dəyişli edilməsini tələb etdi.,layton baş nazir ilə görüş əsnasında mühafizəkarların ətraf mühitin qorunması haqqında qanununun tamamilə yenidən tərtib edilməsini istəyərək o qanunda dəyişiklik edilməsini tələb etdi, layton baş nazirili görüş əsnasında mühafizəkarların ətraf mühütün qorunması haqqında qanununun təmami ilə yenidən tərtəb edilməsini istəyərək o qanunda dəyişli edilməsini tələb etdi ,0.3043,
fleurs-1737,şirlər prayd adlanan dəstələrlə yaşayan ən sosial pişikkimilərdir, Şirlər Pride adılınan dəstələrdə yaşayan ən sosial pişik kimilərdir.,şirlər prayd adlanan dəstələrlə yaşayan ən sosial pişikkimilərdir, şirlər pride adılınan dəstələrdə yaşayan ən sosial pişik kimilərdir ,0.625,
fleurs-1832,futbol basketbol voleybol su topu qılıncoynatma reqbi velosiped sürmə buz xokkeyi rolik xokkeyi və f1 yarışları məşhur idman növlərindəndir," Futbol, basketbol, valübol, stopu, qılıncı oynatma, regbi, vələspət sürmə, buz xakkeyi, roliq xakkeyi və formal bir yarışları məşğubin manövlərindəndir.",futbol basketbol voleybol su topu qılıncoynatma reqbi velosiped sürmə buz xokkeyi rolik xokkeyi və f1 yarışları məşhur idman növlərindəndir, futbol basketbol valübol stopu qılıncı oynatma regbi vələspət sürmə buz xakkeyi roliq xakkeyi və formal bir yarışları məşğubin manövlərindəndir ,0.7368,
fleurs-1678,prezidentin nitqi adlı məqaləsində oliver saks beyin travması səbəbi ilə insanlar çıxışı başa düşməsə də onların natiqin səmimiyyətini düzgün şəkildə dəyərləndirə biləcəklərindən bəhs edir," Prezidentin nitqi adlı məqaləsində Oliver Saks beyin travması səbəbi ilə insanlar çıxışı başa düşməsə də, onlara natiqin səmiyyətin düzgün şəkildə dəyiləndirə biləcəklərindən bəhs edir.",prezidentin nitqi adlı məqaləsində oliver saks beyin travması səbəbi ilə insanlar çıxışı başa düşməsə də onların natiqin səmimiyyətini düzgün şəkildə dəyərləndirə biləcəklərindən bəhs edir, prezidentin nitqi adlı məqaləsində oliver saks beyin travması səbəbi ilə insanlar çıxışı başa düşməsə də onlara natiqin səmiyyətin düzgün şəkildə dəyiləndirə biləcəklərindən bəhs edir ,0.125,
fleurs-1745,bitkilər ən yaxşı təbii mühitdə görünürlər ona görə də bir bitki növünü yerindən çıxarmağa belə yol verməyin, Bitkilər ən yaxşı təbiə mühiddə görünürlər. Ona görə də bir bitkin övünü yerindən çıxarmağa belə yol verməyin.,bitkilər ən yaxşı təbii mühitdə görünürlər ona görə də bir bitki növünü yerindən çıxarmağa belə yol verməyin, bitkilər ən yaxşı təbiə mühiddə görünürlər ona görə də bir bitkin övünü yerindən çıxarmağa belə yol verməyin ,0.2353,
fleurs-1960,onun 20 yaşlarında olduğu bildirilir biber açıqlamasında bu faciəvi qəzanın birbaşa iştirakçısı olmasam da düşüncələrim və dualarım hadisə qurbanının ailəsinin yanındadır dedi," Onun 20 yaşlarında olduğu bildirilir. Bir-bir açıqlamasında bu faciəvi qazanın bir bıraqşı-iştirakçısı olmasamda, düşüncələrim və dualarım hadisə qurbanlığın ailəsinin yanındadır, dedik.",onun 20 yaşlarında olduğu bildirilir biber açıqlamasında bu faciəvi qəzanın birbaşa iştirakçısı olmasam da düşüncələrim və dualarım hadisə qurbanının ailəsinin yanındadır dedi, onun 20 yaşlarında olduğu bildirilir bir bir açıqlamasında bu faciəvi qazanın bir bıraqşı iştirakçısı olmasamda düşüncələrim və dualarım hadisə qurbanlığın ailəsinin yanındadır dedik ,0.4091,
fleurs-1804,haiti ədalət və demokratiya i̇nstitutu nepallı bmt sülhməramlı ordusunun haitiyə xəbərləri olmadan infeksiya yoluxdurduğunu bildirən bitərəf tədqiqatlara əsaslandı," Haiti ədalət və demokratiya institutu, Nəpallı BMT sülhməramın ordusunun Haiti xəbərləri olmadan infeksiya yoluqdurduğunu bildirən bir tərəf təqqatlara əsaslandı.",haiti ədalət və demokratiya i nstitutu nepallı bmt sülhməramlı ordusunun haitiyə xəbərləri olmadan infeksiya yoluxdurduğunu bildirən bitərəf tədqiqatlara əsaslandı, haiti ədalət və demokratiya institutu nəpallı bmt sülhməramın ordusunun haiti xəbərləri olmadan infeksiya yoluqdurduğunu bildirən bir tərəf təqqatlara əsaslandı ,0.4737,
fleurs-1880,i̇xtira olunduğu gündən bəri karandaş bir çox insanın yaxşı dostuna çevrildi, İxtirə olunduğu gündən bəri Karandaş bir çox insanı yaxşı dostuna çevrildi.,i xtira olunduğu gündən bəri karandaş bir çox insanın yaxşı dostuna çevrildi, i xtirə olunduğu gündən bəri karandaş bir çox insanı yaxşı dostuna çevrildi ,0.1667,
fleurs-1821,alimlərin tədqiqatları beyin patologiyası ilə davranış arasında əlaqəni təsdiqləyir, Alimlərin təqqatları beyin patologiyası ilə davranış arasında əlaqəni təsdiqləyir.,alimlərin tədqiqatları beyin patologiyası ilə davranış arasında əlaqəni təsdiqləyir, alimlərin təqqatları beyin patologiyası ilə davranış arasında əlaqəni təsdiqləyir ,0.1111,
fleurs-1683,burada o dövrdən sağ qalmış hələ də bir çox kişi və qadın var onların çoxunun yəhudi və ya qeyri-yəhudi yaxınları burada öldürülmüş və ya ölənə qədər işlədilmişdir, Burada o dövrdən sağ qalmış hələ də bir çox kişi və qadın var. Onların çoxunun yəhudi və ya qeyri-yəhudi yaxınları burada öldürülmüş və ya ölənə qədər işlədilmişdir.,burada o dövrdən sağ qalmış hələ də bir çox kişi və qadın var onların çoxunun yəhudi və ya qeyri yəhudi yaxınları burada öldürülmüş və ya ölənə qədər işlədilmişdir, burada o dövrdən sağ qalmış hələ də bir çox kişi və qadın var onların çoxunun yəhudi və ya qeyri yəhudi yaxınları burada öldürülmüş və ya ölənə qədər işlədilmişdir ,0.0,
fleurs-1783,havanın bölgə və mövsümdən asılı olaraq kəskin dəyişikliyinə qar çovğunları qar buz və toz fırtınaları daxildir," Havanın böyqə və mövsimdən asılı olaraq kəskin dəyişikliyinə qar cavunları, qar, buz və toz fırtınaları daxildir.",havanın bölgə və mövsümdən asılı olaraq kəskin dəyişikliyinə qar çovğunları qar buz və toz fırtınaları daxildir, havanın böyqə və mövsimdən asılı olaraq kəskin dəyişikliyinə qar cavunları qar buz və toz fırtınaları daxildir ,0.1875,
fleurs-1883,körpünün altındakı şaquli boşluğun ölçüsü 15 metrdir. i̇nşaat 2011-ci ilin avqust ayında tamamlansa da o 2017-ci ilin mart ayına qədər yol hərəkətinə açılmadı," Körpün altındakı Şagülü boşluğunun ölçüsü 15 metridir. İnşaat 2011-ci ilin avqust ayında tamamlansa da, o 2017-ci ilin mart ayına qədər yol hərəkətini açılmadı.",körpünün altındakı şaquli boşluğun ölçüsü 15 metrdir i nşaat 2011 ci ilin avqust ayında tamamlansa da o 2017 ci ilin mart ayına qədər yol hərəkətinə açılmadı, körpün altındakı şagülü boşluğunun ölçüsü 15 metridir i nşaat 2011 ci ilin avqust ayında tamamlansa da o 2017 ci ilin mart ayına qədər yol hərəkətini açılmadı ,0.1923,
fleurs-1726,sahə ekskursiyaları istənilən tədris proqramının böyük hissəsini təşkil edir bir çox hallarda müəllimlər tələbələrini avtobusla səyahətin mümkün olmadığı yerlərə ekskursiyaya aparmağı sevir, Sahə ekskursiyaları istərilən tədris programının böyük hissəsini təşkil edir. Bir çox hallarda müəllimlər tələbələrin autobusla səyahət din mümkün olmadığı yerlərə ekskursiya aparmaları sidir.,sahə ekskursiyaları istənilən tədris proqramının böyük hissəsini təşkil edir bir çox hallarda müəllimlər tələbələrini avtobusla səyahətin mümkün olmadığı yerlərə ekskursiyaya aparmağı sevir, sahə ekskursiyaları istərilən tədris programının böyük hissəsini təşkil edir bir çox hallarda müəllimlər tələbələrin autobusla səyahət din mümkün olmadığı yerlərə ekskursiya aparmaları sidir ,0.4091,
fleurs-1985,bu alp üsulu dağ xizəyi turnirləri və ya alpinizmlə əlaqəli olsa da ümumilikdə onları əhatə etmir çünki alpinizm sərt qayalıqlarda olan və daha sərt xizək və qar çəkmələri tələb edən bir idman növüdür," Bu, alp usulunda xizəyə turnilləri və ya alpinizmlə alaqəli olsa da ümumikdə onlara həyat etmir. Çünki alpinizm sərt qayalıqlarda olan və daha sərt xizək və qarşı həkmələr tərəb edən biri idi manövdür.",bu alp üsulu dağ xizəyi turnirləri və ya alpinizmlə əlaqəli olsa da ümumilikdə onları əhatə etmir çünki alpinizm sərt qayalıqlarda olan və daha sərt xizək və qar çəkmələri tələb edən bir idman növüdür, bu alp usulunda xizəyə turnilləri və ya alpinizmlə alaqəli olsa da ümumikdə onlara həyat etmir çünki alpinizm sərt qayalıqlarda olan və daha sərt xizək və qarşı həkmələr tərəb edən biri idi manövdür ,0.4242,
